"","Brent","S&P 500","Gold","VIX","USD EUR"
"mean",-0.000228082214150303,-0.000123456509216362,-0.000332209123751384,0.000104044453178947,3.92005268564382e-05
"standard.dev",0.0217333462136944,0.0117760712115362,0.0110633981126545,0.0668356623434421,0.00628576572053712
"skewness",0.146153315321288,0.194471340589069,0.224945220245426,-0.933073802684981,0.038404336159059
"kurtosis",5.96712905969201,12.3504584312208,9.15858853513982,10.740689541421,4.47925386829727
