Date,PX_LAST,PX_VOLUME
16/12/2011,103.35,140082
15/12/2011,105.09,14325
14/12/2011,105.02,98846
13/12/2011,109.5,156387
12/12/2011,107.26,141316
9/12/2011,108.62,159308
8/12/2011,108.11,172097
7/12/2011,109.53,167441
6/12/2011,110.81,135056
5/12/2011,109.81,145848
2/12/2011,109.94,156653
1/12/2011,108.99,187089
30/11/2011,110.52,231067
29/11/2011,110.82,223511
28/11/2011,109,209091
25/11/2011,106.4,128590
24/11/2011,107.78,66692
23/11/2011,107.02,193006
22/11/2011,109.03,215453
21/11/2011,106.88,183497
18/11/2011,107.56,207453
17/11/2011,108.22,269899
16/11/2011,111.88,270998
15/11/2011,112.39,20240
14/11/2011,111.89,122947
11/11/2011,114.16,132504
10/11/2011,113.71,223768
9/11/2011,112.31,271930
8/11/2011,115,224851
7/11/2011,114.56,186133
4/11/2011,111.97,178385
3/11/2011,110.83,224717
2/11/2011,109.34,238271
1/11/2011,109.54,239030
31/10/2011,109.56,169588
28/10/2011,109.91,187750
27/10/2011,112.08,238405
26/10/2011,108.91,205830
25/10/2011,110.92,256186
24/10/2011,111.45,188006
21/10/2011,109.56,190680
20/10/2011,109.76,277562
19/10/2011,108.39,250461
18/10/2011,111.15,267355
17/10/2011,110.16,203733
14/10/2011,114.68,19214
13/10/2011,111.11,59122
12/10/2011,111.36,126973
11/10/2011,110.73,180794
10/10/2011,108.95,162624
7/10/2011,105.88,170247
6/10/2011,105.73,192569
5/10/2011,102.73,215939
4/10/2011,99.79,264826
3/10/2011,101.71,203332
30/9/2011,102.76,243642
29/9/2011,103.95,220409
28/9/2011,103.81,207766
27/9/2011,107.14,219790
26/9/2011,103.94,200581
23/9/2011,103.97,244205
22/9/2011,105.49,305825
21/9/2011,110.36,207912
20/9/2011,110.54,183665
19/9/2011,109.14,166597
16/9/2011,112.22,219606
15/9/2011,115.34,17007
14/9/2011,112.4,85044
13/9/2011,111.89,133942
12/9/2011,112.25,159203
9/9/2011,112.77,202666
8/9/2011,114.55,190728
7/9/2011,115.8,193492
6/9/2011,112.89,188944
5/9/2011,110.08,78914
2/9/2011,112.33,227677
1/9/2011,114.29,179417
31/8/2011,114.85,212628
30/8/2011,114.02,184907
29/8/2011,111.88,92598
26/8/2011,111.36,194489
25/8/2011,110.62,220392
24/8/2011,110.15,204406
23/8/2011,109.31,233272
22/8/2011,108.36,245432
19/8/2011,108.62,253158
18/8/2011,106.99,260626
17/8/2011,110.6,178711
16/8/2011,109.47,29202
15/8/2011,109.91,114741
12/8/2011,108.03,176266
11/8/2011,108.02,223108
10/8/2011,106.68,260958
9/8/2011,102.57,307861
8/8/2011,103.74,243243
5/8/2011,109.37,290606
4/8/2011,107.25,322548
3/8/2011,113.23,240045
2/8/2011,116.46,210261
1/8/2011,116.81,247669
29/7/2011,116.74,196458
28/7/2011,117.36,187592
27/7/2011,117.43,177126
26/7/2011,118.28,177466
25/7/2011,117.94,129314
22/7/2011,118.67,119580
21/7/2011,117.51,184004
20/7/2011,118.15,161917
19/7/2011,117.06,192535
18/7/2011,116.05,152085
15/7/2011,117.26,143920
14/7/2011,118.32,17508
13/7/2011,118.78,107671
12/7/2011,117.75,150986
11/7/2011,117.24,179635
8/7/2011,118.33,217548
7/7/2011,118.59,215109
6/7/2011,113.62,183525
5/7/2011,113.61,188858
4/7/2011,111.39,44885
1/7/2011,111.77,158446
30/6/2011,112.48,193585
29/6/2011,112.4,230746
28/6/2011,108.78,212666
27/6/2011,105.99,204812
24/6/2011,105.12,264607
23/6/2011,107.26,463810
22/6/2011,114.21,220843
21/6/2011,110.95,230172
20/6/2011,111.69,180219
17/6/2011,113.21,213256
16/6/2011,114.02,229648
15/6/2011,117.1,23991
14/6/2011,120.16,155479
13/6/2011,119.1,232153
10/6/2011,118.78,186220
9/6/2011,119.57,233045
8/6/2011,117.85,252407
7/6/2011,116.78,237247
6/6/2011,114.48,154184
3/6/2011,115.84,194131
2/6/2011,115.54,217537
1/6/2011,114.53,191586
31/5/2011,116.73,168236
30/5/2011,114.68,18832
27/5/2011,115.03,136988
26/5/2011,115.05,193654
25/5/2011,114.93,225716
24/5/2011,112.53,193632
23/5/2011,110.1,191503
20/5/2011,112.39,214849
19/5/2011,111.42,163744
18/5/2011,112.3,182842
17/5/2011,109.99,226252
16/5/2011,112.73,28086
13/5/2011,113.83,165420
12/5/2011,112.98,247292
11/5/2011,112.57,282891
10/5/2011,117.63,267712
9/5/2011,115.9,326044
6/5/2011,109.13,427365
5/5/2011,110.8,403812
4/5/2011,121.19,221789
3/5/2011,122.45,194435
2/5/2011,125.12,131016
29/4/2011,125.89,78855
28/4/2011,125.02,192582
27/4/2011,125.13,209507
26/4/2011,124.14,143811
25/4/2011,123.66,71951
21/4/2011,123.99,133917
20/4/2011,123.85,168571
19/4/2011,121.33,228889
18/4/2011,121.61,158605
15/4/2011,123.45,143884
14/4/2011,122.36,28238
13/4/2011,122.88,118986
12/4/2011,120.92,207260
11/4/2011,123.98,169924
8/4/2011,126.65,153923
7/4/2011,122.67,155315
6/4/2011,122.3,154915
5/4/2011,122.22,199747
4/4/2011,121.06,172877
1/4/2011,118.7,184821
31/3/2011,117.36,178835
30/3/2011,115.13,123187
29/3/2011,115.16,155799
28/3/2011,114.8,138658
25/3/2011,115.59,114224
24/3/2011,115.72,165366
23/3/2011,115.55,133351
22/3/2011,115.7,149464
21/3/2011,114.96,161344
18/3/2011,113.93,235366
17/3/2011,114.9,184238
16/3/2011,110.62,23225
15/3/2011,108.52,101153
14/3/2011,113.67,125650
11/3/2011,113.84,165967
10/3/2011,115.43,201416
9/3/2011,115.94,191317
8/3/2011,113.06,227052
7/3/2011,115.04,205260
4/3/2011,115.97,167586
3/3/2011,114.79,213736
2/3/2011,116.35,208292
1/3/2011,115.42,194425
28/2/2011,111.8,172912
25/2/2011,112.14,178322
24/2/2011,111.36,306003
23/2/2011,111.25,258673
22/2/2011,105.78,248652
21/2/2011,105.74,128964
18/2/2011,102.52,209576
17/2/2011,102.59,210884
16/2/2011,103.78,208436
15/2/2011,101.64,184707
14/2/2011,103.08,191747
11/2/2011,101.43,18897
10/2/2011,100.87,130694
9/2/2011,101.82,136434
8/2/2011,99.92,203193
7/2/2011,99.25,193654
4/2/2011,99.83,173550
3/2/2011,101.76,162562
2/2/2011,102.34,182248
1/2/2011,101.74,181779
31/1/2011,101.01,197711
28/1/2011,99.42,234921
27/1/2011,97.39,201659
26/1/2011,97.91,205117
25/1/2011,95.25,229772
24/1/2011,96.61,193777
21/1/2011,97.6,161822
20/1/2011,96.58,218227
19/1/2011,98.16,181444
18/1/2011,97.8,203399
17/1/2011,97.43,85289
14/1/2011,98.68,20653
13/1/2011,98.06,96063
12/1/2011,98.12,158640
11/1/2011,97.61,160417
10/1/2011,95.7,165991
7/1/2011,93.33,165974
6/1/2011,94.52,217482
5/1/2011,95.5,212410
4/1/2011,93.53,184634
3/1/2011,94.84,82672
31/12/2010,94.75,71719
30/12/2010,93.09,110396
29/12/2010,94.14,78317
28/12/2010,94.38,35354
27/12/2010,93.85,38029
24/12/2010,93.77,23316
23/12/2010,94.25,96199
22/12/2010,93.65,109913
21/12/2010,93.2,107664
20/12/2010,92.74,106864
17/12/2010,91.67,125788
16/12/2010,91.71,20779
15/12/2010,92.2,111125
14/12/2010,91.21,119095
13/12/2010,91.19,128041
10/12/2010,90.48,121138
9/12/2010,90.99,131120
8/12/2010,90.77,170409
7/12/2010,91.39,202011
6/12/2010,91.45,142259
3/12/2010,91.42,195916
2/12/2010,90.69,185728
1/12/2010,88.87,180274
30/11/2010,85.92,172906
29/11/2010,87.34,176881
26/11/2010,85.58,114251
25/11/2010,86.1,65176
24/11/2010,85.84,184319
23/11/2010,83.25,181850
22/11/2010,83.96,148048
19/11/2010,84.34,207656
18/11/2010,85.05,183976
17/11/2010,83.28,215567
16/11/2010,84.73,198212
15/11/2010,86.7,28407
12/11/2010,86.34,160867
11/11/2010,88.81,165062
10/11/2010,88.96,182378
9/11/2010,88.33,200879
8/11/2010,88.46,127019
5/11/2010,88.11,130757
4/11/2010,88,150413
3/11/2010,86.38,195888
2/11/2010,85.41,176791
1/11/2010,84.62,212003
29/10/2010,83.15,197774
28/10/2010,83.59,167934
27/10/2010,83.23,187589
26/10/2010,83.66,153047
25/10/2010,83.54,199144
22/10/2010,82.96,142017
21/10/2010,81.83,208824
20/10/2010,83.6,212207
19/10/2010,81.1,245999
18/10/2010,84.37,182884
15/10/2010,82.45,222428
14/10/2010,84.53,27957
13/10/2010,84.64,107293
12/10/2010,83.5,143197
11/10/2010,83.72,108238
8/10/2010,84.03,169163
7/10/2010,83.43,216161
6/10/2010,85.06,155267
5/10/2010,84.84,153860
4/10/2010,83.28,141040
1/10/2010,83.75,153512
30/9/2010,82.31,173945
29/9/2010,80.77,187726
28/9/2010,78.71,175700
27/9/2010,78.57,146394
24/9/2010,78.87,143240
23/9/2010,78.11,169286
22/9/2010,77.95,157507
21/9/2010,78.42,161032
20/9/2010,79.32,145672
17/9/2010,78.21,155078
16/9/2010,78.48,161823
15/9/2010,78.91,17660
14/9/2010,79.16,91965
13/9/2010,79.03,113936
10/9/2010,78.16,134036
9/9/2010,77.47,143968
8/9/2010,78.17,204521
7/9/2010,77.74,205669
6/9/2010,76.87,62903
3/9/2010,76.67,164460
2/9/2010,76.93,167831
1/9/2010,76.35,159766
31/8/2010,74.64,192821
30/8/2010,76.6,74833
27/8/2010,76.65,188036
26/8/2010,75.02,181356
25/8/2010,73.48,189414
24/8/2010,72.38,191921
23/8/2010,73.62,132873
20/8/2010,74.26,120712
19/8/2010,75.3,146843
18/8/2010,76.47,173611
17/8/2010,76.93,167824
16/8/2010,74.85,22084
13/8/2010,75.11,123247
12/8/2010,75.52,170675
11/8/2010,77.64,141997
10/8/2010,79.6,181384
9/8/2010,80.99,105323
6/8/2010,80.16,145823
5/8/2010,81.61,119305
4/8/2010,82.2,163167
3/8/2010,82.68,197746
2/8/2010,80.82,152055
30/7/2010,78.18,156377
29/7/2010,77.59,209121
28/7/2010,76.06,159859
27/7/2010,76.13,167505
26/7/2010,77.5,98282
23/7/2010,77.45,119509
22/7/2010,77.82,167710
21/7/2010,75.37,150599
20/7/2010,76.22,150782
19/7/2010,75.62,146290
16/7/2010,75.37,124966
15/7/2010,76.19,13595
14/7/2010,76.77,70918
13/7/2010,76.65,124047
12/7/2010,74.37,109330
9/7/2010,75.42,123288
8/7/2010,74.71,147165
7/7/2010,73.51,148095
6/7/2010,71.45,134113
5/7/2010,71.47,46916
2/7/2010,71.65,136170
1/7/2010,72.34,211211
30/6/2010,75.01,207087
29/6/2010,75.44,168850
28/6/2010,77.59,114960
25/6/2010,78.12,158177
24/6/2010,76.47,146527
23/6/2010,76.27,164564
22/6/2010,78.04,122999
21/6/2010,78.82,149054
18/6/2010,78.22,119762
17/6/2010,78.68,179204
16/6/2010,78.14,162546
15/6/2010,76.2,24506
14/6/2010,75.2,183183
11/6/2010,74.35,154979
10/6/2010,75.29,160432
9/6/2010,74.27,142450
8/6/2010,72.3,154485
7/6/2010,72.12,140827
4/6/2010,72.09,177341
3/6/2010,75.41,171232
2/6/2010,73.75,176173
1/6/2010,72.71,203027
31/5/2010,74.65,14776
28/5/2010,74.02,142577
27/5/2010,74.66,169289
26/5/2010,71.74,168443
25/5/2010,69.55,192340
24/5/2010,71.17,137702
21/5/2010,71.68,183163
20/5/2010,71.84,243991
19/5/2010,73.69,224492
18/5/2010,74.43,216552
17/5/2010,75.1,200850
14/5/2010,77.18,27811
13/5/2010,80.11,120461
12/5/2010,81.2,120959
11/5/2010,80.49,153994
10/5/2010,80.12,173960
7/5/2010,78.27,230378
6/5/2010,79.83,231806
5/5/2010,82.61,224320
4/5/2010,85.67,194514
3/5/2010,88.94,94348
30/4/2010,87.44,162736
29/4/2010,86.9,157008
28/4/2010,86.16,187868
27/4/2010,85.78,189602
26/4/2010,86.83,125025
23/4/2010,87.25,150138
22/4/2010,85.67,220268
21/4/2010,85.7,207887
20/4/2010,84.8,164015
19/4/2010,84.23,200188
16/4/2010,85.99,200556
15/4/2010,87.17,18896
14/4/2010,86.15,101211
13/4/2010,84.72,121589
12/4/2010,84.77,139422
9/4/2010,84.83,154816
8/4/2010,84.81,157315
7/4/2010,85.59,152655
6/4/2010,86.15,119371
5/4/2010,85.88,61252
1/4/2010,84.01,132419
31/3/2010,82.7,152047
30/3/2010,81.28,139991
29/3/2010,81.17,137929
26/3/2010,79.29,159170
25/3/2010,79.61,167681
24/3/2010,79.62,174440
23/3/2010,80.7,147441
22/3/2010,80.54,159627
19/3/2010,79.88,170942
18/3/2010,81.48,142552
17/3/2010,81.96,160966
16/3/2010,79.02,17215
15/3/2010,77.89,77785
12/3/2010,79.39,111578
11/3/2010,80.28,137058
10/3/2010,80.48,179448
9/3/2010,79.91,130845
8/3/2010,80.47,143115
5/3/2010,79.89,153680
4/3/2010,78.54,186728
3/3/2010,79.25,174628
2/3/2010,78.18,217312
1/3/2010,76.89,136794
26/2/2010,77.59,145252
25/2/2010,76.29,174397
24/2/2010,78.09,153140
23/2/2010,77.25,179348
22/2/2010,78.61,142726
19/2/2010,78.19,165165
18/2/2010,77.78,186456
17/2/2010,76.27,178799
16/2/2010,75.68,149990
15/2/2010,72.51,48131
12/2/2010,72.9,160818
11/2/2010,73.05,21155
10/2/2010,72.54,141051
9/2/2010,72.13,178410
8/2/2010,70.11,160464
5/2/2010,69.59,282105
4/2/2010,72.13,248418
3/2/2010,75.92,229625
2/2/2010,76.06,191905
1/2/2010,73.11,150864
29/1/2010,71.46,151211
28/1/2010,72.13,159036
27/1/2010,72.24,173118
26/1/2010,73.29,143555
25/1/2010,73.69,144131
22/1/2010,72.83,181079
21/1/2010,74.58,176440
20/1/2010,76.32,152765
19/1/2010,77.63,202057
18/1/2010,77.1,67291
15/1/2010,77.11,144795
14/1/2010,77.82,22475
13/1/2010,78.31,105590
12/1/2010,79.3,149357
11/1/2010,80.97,137692
8/1/2010,81.37,157485
7/1/2010,81.51,131284
6/1/2010,81.89,157872
5/1/2010,80.59,131754
4/1/2010,80.12,122637
31/12/2009,77.93,56430
30/12/2009,78.03,75652
29/12/2009,77.64,68499
28/12/2009,77.32,45916
24/12/2009,76.31,61259
23/12/2009,75.45,113260
22/12/2009,73.46,102339
21/12/2009,72.99,83846
18/12/2009,73.75,156209
17/12/2009,73.37,134133
16/12/2009,73.55,19333
15/12/2009,72.05,81093
14/12/2009,71.89,90672
11/12/2009,71.88,109282
10/12/2009,71.86,130715
9/12/2009,72.39,216399
8/12/2009,75.19,142065
7/12/2009,76.43,144238
4/12/2009,77.52,177564
3/12/2009,78.36,151564
2/12/2009,77.88,150411
1/12/2009,79.35,147908
30/11/2009,78.47,163999
27/11/2009,77.18,159390
26/11/2009,76.99,63357
25/11/2009,78.44,164220
24/11/2009,76.46,190775
23/11/2009,77.46,151342
20/11/2009,77.2,130141
19/11/2009,77.64,154691
18/11/2009,79.47,141242
17/11/2009,78.97,125360
16/11/2009,78.76,142377
13/11/2009,75.55,16459
12/11/2009,76.02,133137
11/11/2009,77.95,131117
10/11/2009,77.5,144835
9/11/2009,77.77,133920
6/11/2009,75.87,174368
5/11/2009,77.99,132475
4/11/2009,78.89,148882
3/11/2009,78.11,165676
2/11/2009,76.55,153809
30/10/2009,75.2,162907
29/10/2009,78.04,159435
28/10/2009,75.86,150378
27/10/2009,77.92,166282
26/10/2009,77.26,146749
23/10/2009,78.92,131051
22/10/2009,79.51,130333
21/10/2009,79.69,179343
20/10/2009,77.24,144627
19/10/2009,77.77,118854
16/10/2009,76.99,128568
15/10/2009,74.45,15074
14/10/2009,73.1,102058
13/10/2009,72.4,119856
12/10/2009,71.36,112409
9/10/2009,70,127859
8/10/2009,69.77,166601
7/10/2009,67.2,141286
6/10/2009,68.56,122939
5/10/2009,68.04,130126
2/10/2009,68.07,127695
1/10/2009,69.19,151681
30/9/2009,69.07,174474
29/9/2009,65.49,111261
28/9/2009,65.54,98633
25/9/2009,65.11,132662
24/9/2009,64.82,195592
23/9/2009,67.99,161413
22/9/2009,70.53,108240
21/9/2009,68.69,140563
18/9/2009,71.32,102657
17/9/2009,71.55,130077
16/9/2009,71.67,143593
15/9/2009,67.35,20727
14/9/2009,67.44,100677
11/9/2009,67.69,132596
10/9/2009,69.86,133768
9/9/2009,69.83,140771
8/9/2009,69.42,150722
7/9/2009,66.53,46675
4/9/2009,66.82,120758
3/9/2009,67.12,124377
2/9/2009,67.66,133664
1/9/2009,67.73,150673
31/8/2009,69.65,98846
28/8/2009,72.79,118041
27/8/2009,72.51,129517
26/8/2009,71.65,131461
25/8/2009,71.82,132864
24/8/2009,74.26,87634
21/8/2009,74.19,96705
20/8/2009,73.33,96090
19/8/2009,74.59,154557
18/8/2009,72.37,123646
17/8/2009,70.54,109856
14/8/2009,72.41,9761
13/8/2009,73.48,63685
12/8/2009,72.89,78304
11/8/2009,72.46,86310
10/8/2009,73.5,77502
7/8/2009,73.59,103293
6/8/2009,74.83,126856
5/8/2009,75.51,117951
4/8/2009,74.28,93958
3/8/2009,73.55,112158
31/7/2009,71.7,146247
30/7/2009,70.11,131172
29/7/2009,66.53,152818
28/7/2009,69.88,118353
27/7/2009,70.81,108504
24/7/2009,70.32,88103
23/7/2009,69.25,139815
22/7/2009,67.21,117196
21/7/2009,66.87,108420
20/7/2009,66.44,105898
17/7/2009,65.38,121076
16/7/2009,62.75,8448
15/7/2009,63.09,51880
14/7/2009,60.86,73723
13/7/2009,60.69,90252
10/7/2009,60.52,83349
9/7/2009,61.1,111452
8/7/2009,60.43,155148
7/7/2009,63.23,135049
6/7/2009,64.05,109848
3/7/2009,65.61,47660
2/7/2009,66.65,137412
1/7/2009,68.79,146080
30/6/2009,69.3,166257
29/6/2009,70.99,102023
26/6/2009,68.92,105712
25/6/2009,69.78,128023
24/6/2009,68.33,121482
23/6/2009,68.8,137446
22/6/2009,66.98,139238
19/6/2009,69.19,102731
18/6/2009,71.06,104853
17/6/2009,70.85,111361
16/6/2009,70.24,108242
15/6/2009,69.44,22928
12/6/2009,70.92,74556
11/6/2009,71.79,93932
10/6/2009,70.8,95629
9/6/2009,69.62,100856
8/6/2009,67.88,101277
5/6/2009,68.34,109825
4/6/2009,68.71,119547
3/6/2009,65.88,132923
2/6/2009,68.17,113237
1/6/2009,67.97,100752
29/5/2009,65.52,105964
28/5/2009,64.39,110868
27/5/2009,62.5,102957
26/5/2009,61.24,109108
25/5/2009,60.21,12298
22/5/2009,60.78,75687
21/5/2009,59.93,97158
20/5/2009,60.59,111005
19/5/2009,58.92,121963
18/5/2009,58.47,110784
15/5/2009,55.98,113747
14/5/2009,56.69,19361
13/5/2009,57.34,73000
12/5/2009,57.94,107744
11/5/2009,57.48,100991
8/5/2009,58.14,88852
7/5/2009,56.47,124380
6/5/2009,56.15,117950
5/5/2009,54.12,96872
4/5/2009,54.58,56192
1/5/2009,52.85,95988
30/4/2009,50.8,118439
29/4/2009,50.78,102985
28/4/2009,49.99,79256
27/4/2009,50.32,122595
24/4/2009,51.67,102261
23/4/2009,50.11,86576
22/4/2009,49.81,105023
21/4/2009,49.82,105012
20/4/2009,49.86,117745
17/4/2009,53.35,76171
16/4/2009,53.06,93288
15/4/2009,51.79,13257
14/4/2009,51.96,56553
13/4/2009,52.14,27888
9/4/2009,54.06,75261
8/4/2009,51.59,122548
7/4/2009,51.22,93750
6/4/2009,52.24,102333
3/4/2009,53.47,90474
2/4/2009,52.75,129674
1/4/2009,48.44,118265
31/3/2009,49.23,112924
30/3/2009,47.99,127389
27/3/2009,51.98,85104
26/3/2009,53.46,87880
25/3/2009,51.75,110508
24/3/2009,53.5,87131
23/3/2009,53.47,97074
20/3/2009,51.22,84976
19/3/2009,50.67,113956
18/3/2009,47.66,114225
17/3/2009,48.24,108599
16/3/2009,43.98,13501
13/3/2009,44.93,91940
12/3/2009,45.09,74008
11/3/2009,41.4,89247
10/3/2009,43.96,93907
9/3/2009,44.13,130045
6/3/2009,44.85,100855
5/3/2009,43.64,114025
4/3/2009,46.12,113646
3/3/2009,43.7,101135
2/3/2009,42.21,116672
27/2/2009,46.35,108403
26/2/2009,46.51,112666
25/2/2009,44.29,126546
24/2/2009,42.5,115305
23/2/2009,40.99,110192
20/2/2009,41.89,104737
19/2/2009,41.99,110211
18/2/2009,39.55,104204
17/2/2009,41.03,96925
16/2/2009,43.28,43735
13/2/2009,44.81,106409
12/2/2009,44.65,12222
11/2/2009,44.28,86272
10/2/2009,44.61,114119
9/2/2009,46.02,101028
6/2/2009,46.21,106128
5/2/2009,46.46,93619
4/2/2009,44.15,104162
3/2/2009,44.08,76584
2/2/2009,43.82,89023
30/1/2009,45.88,106664
29/1/2009,45.4,119206
28/1/2009,44.9,117881
27/1/2009,43.73,133756
26/1/2009,46.96,107577
23/1/2009,48.37,105142
22/1/2009,45.39,143531
21/1/2009,45.02,97812
20/1/2009,43.62,148687
19/1/2009,44.5,69629
16/1/2009,46.57,139677
15/1/2009,44.69,12975
14/1/2009,45.08,53707
13/1/2009,44.83,72196
12/1/2009,42.91,74728
9/1/2009,44.42,90975
8/1/2009,44.67,118253
7/1/2009,45.86,130443
6/1/2009,50.53,119831
5/1/2009,49.62,109469
2/1/2009,46.91,85069
31/12/2008,45.59,72060
30/12/2008,40.15,74018
29/12/2008,40.55,64310
26/12/2008,38.37,12378
24/12/2008,36.61,55646
23/12/2008,40.36,79571
22/12/2008,41.45,75363
19/12/2008,44,92709
18/12/2008,43.36,107259
17/12/2008,45.53,131501
16/12/2008,44.56,10257
15/12/2008,44.6,81010
12/12/2008,46.41,85976
11/12/2008,47.39,98174
10/12/2008,42.4,115126
9/12/2008,41.53,82398
8/12/2008,43.42,88883
5/12/2008,39.74,99202
4/12/2008,42.28,98340
3/12/2008,45.44,98705
2/12/2008,45.44,121083
1/12/2008,47.97,118001
28/11/2008,53.49,74929
27/11/2008,53.13,45537
26/11/2008,53.92,130186
25/11/2008,50.35,137804
24/11/2008,53.93,109650
21/11/2008,49.19,101491
20/11/2008,48.08,129495
19/11/2008,51.72,114696
18/11/2008,51.84,109986
17/11/2008,52.31,112771
14/11/2008,54.24,112096
13/11/2008,51.99,18629
12/11/2008,52.37,95870
11/11/2008,55.71,95231
10/11/2008,59.08,109298
7/11/2008,57.35,89123
6/11/2008,57.43,118290
5/11/2008,61.87,138007
4/11/2008,66.44,157321
3/11/2008,60.48,121336
31/10/2008,65.32,121097
30/10/2008,63.71,122032
29/10/2008,65.47,146683
28/10/2008,60.29,112057
27/10/2008,61.41,103166
24/10/2008,62.05,119425
23/10/2008,65.92,128467
22/10/2008,64.52,118935
21/10/2008,69.72,105840
20/10/2008,72.03,123280
17/10/2008,69.6,122222
16/10/2008,66.32,15391
15/10/2008,70.8,63767
14/10/2008,74.53,72704
13/10/2008,77.46,74259
10/10/2008,74.09,116791
9/10/2008,82.66,75417
8/10/2008,84.36,116754
7/10/2008,84.66,107678
6/10/2008,83.68,105237
3/10/2008,90.25,100636
2/10/2008,90.56,102206
1/10/2008,95.33,116718
30/9/2008,98.17,136134
29/9/2008,93.98,124824
26/9/2008,103.54,79263
25/9/2008,104.6,115887
24/9/2008,102.45,113889
23/9/2008,103.08,131238
22/9/2008,106.04,144298
19/9/2008,99.61,128503
18/9/2008,95.19,128149
17/9/2008,94.84,142848
16/9/2008,89.22,142740
15/9/2008,92.38,23328
12/9/2008,97.58,73124
11/9/2008,97.64,90887
10/9/2008,98.97,105328
9/9/2008,100.34,100889
8/9/2008,103.44,85367
5/9/2008,104.09,96965
4/9/2008,106.3,82230
3/9/2008,108.06,111305
2/9/2008,108.34,133177
1/9/2008,109.41,60994
29/8/2008,114.05,100527
28/8/2008,114.17,129226
27/8/2008,116.22,94514
26/8/2008,114.63,138783
25/8/2008,114.03,53113
22/8/2008,113.92,102586
21/8/2008,120.16,129451
20/8/2008,114.36,108482
19/8/2008,113.25,99984
18/8/2008,111.94,86275
15/8/2008,112.55,87532
14/8/2008,112.64,19161
13/8/2008,113.47,64639
12/8/2008,111.15,77214
11/8/2008,112.67,82153
8/8/2008,113.33,88577
7/8/2008,117.86,112796
6/8/2008,117,107919
5/8/2008,117.7,107538
4/8/2008,120.68,103229
1/8/2008,124.18,101289
31/7/2008,123.98,103411
30/7/2008,127.1,117274
29/7/2008,122.71,116651
28/7/2008,125.84,92684
25/7/2008,124.52,91796
24/7/2008,126.44,110830
23/7/2008,125.29,116745
22/7/2008,129.55,111915
21/7/2008,132.61,85102
18/7/2008,130.19,106514
17/7/2008,131.07,122816
16/7/2008,136.19,18023
15/7/2008,138.75,71874
14/7/2008,143.92,65253
11/7/2008,144.49,113258
10/7/2008,142.03,91016
9/7/2008,136.58,95667
8/7/2008,136.43,120483
7/7/2008,141.87,97761
4/7/2008,144.42,32442
3/7/2008,146.08,76766
2/7/2008,144.26,96340
1/7/2008,140.67,84337
30/6/2008,139.83,109033
27/6/2008,140.31,115532
26/6/2008,139.83,119941
25/6/2008,134.33,113460
24/6/2008,136.46,96119
23/6/2008,135.91,99875
20/6/2008,134.86,97150
19/6/2008,132,130187
18/6/2008,136.44,95399
17/6/2008,133.72,102511
16/6/2008,134.71,112994
13/6/2008,134.25,8316
12/6/2008,136.09,62788
11/6/2008,135.02,100524
10/6/2008,131.02,112486
9/6/2008,133.91,94852
6/6/2008,137.69,132667
5/6/2008,127.54,100942
4/6/2008,122.1,108253
3/6/2008,124.58,116832
2/6/2008,128.02,124200
30/5/2008,127.78,117344
29/5/2008,126.89,135171
28/5/2008,130.93,141514
27/5/2008,128.31,112661
26/5/2008,132.37,8085
23/5/2008,131.57,95018
22/5/2008,130.51,152449
21/5/2008,132.7,140057
20/5/2008,127.84,122454
19/5/2008,125.06,98558
16/5/2008,124.99,124131
15/5/2008,121.25,11497
14/5/2008,121.86,82533
13/5/2008,124.1,94501
12/5/2008,122.91,101933
9/5/2008,125.4,137555
8/5/2008,122.84,137008
7/5/2008,122.32,119565
6/5/2008,120.31,111120
5/5/2008,117.99,63410
2/5/2008,114.56,111594
1/5/2008,110.5,125550
30/4/2008,111.36,142246
29/4/2008,113.43,142964
28/4/2008,116.74,101958
25/4/2008,116.34,148784
24/4/2008,114.34,159370
23/4/2008,116.46,104588
22/4/2008,115.95,104724
21/4/2008,114.43,98952
18/4/2008,113.92,103519
17/4/2008,112.43,99013
16/4/2008,112.66,111075
15/4/2008,111.31,12120
14/4/2008,109.84,69259
11/4/2008,108.75,80658
10/4/2008,108.2,90324
9/4/2008,108.47,110602
8/4/2008,106.34,111945
7/4/2008,107.14,119037
4/4/2008,104.9,87065
3/4/2008,102.52,105771
2/4/2008,103.75,119652
1/4/2008,100.17,114401
31/3/2008,100.3,132195
28/3/2008,103.77,89588
27/3/2008,105,119587
26/3/2008,103.99,133061
25/3/2008,100.6,104973
24/3/2008,99.86,45326
20/3/2008,100.38,119437
19/3/2008,100.72,144154
18/3/2008,105.56,132091
17/3/2008,101.75,165407
14/3/2008,107.55,28283
13/3/2008,107.54,71556
12/3/2008,106.27,80907
11/3/2008,105.25,104599
10/3/2008,104.16,105134
7/3/2008,102.38,117162
6/3/2008,102.61,120772
5/3/2008,101.64,137129
4/3/2008,97.52,147808
3/3/2008,100.48,120132
29/2/2008,100.1,114441
28/2/2008,100.9,125960
27/2/2008,98.27,126384
26/2/2008,99.47,116308
25/2/2008,97.69,101802
22/2/2008,97.01,108148
21/2/2008,96.24,134022
20/2/2008,98.42,101336
19/2/2008,98.56,113107
18/2/2008,94.91,36797
15/2/2008,94.63,115826
14/2/2008,95.09,23916
13/2/2008,93.32,84000
12/2/2008,92.86,98872
11/2/2008,93.53,116165
8/2/2008,91.94,130330
7/2/2008,88.51,102484
