Date,PX_LAST,PX_VOLUME
6/2/2008,87.78,113070
5/2/2008,88.82,107928
4/2/2008,90.47,112220
1/2/2008,89.44,143040
31/1/2008,92.21,158232
30/1/2008,92.53,99222
29/1/2008,92,112323
28/1/2008,91.38,111518
25/1/2008,90.9,113131
24/1/2008,89.07,120663
23/1/2008,86.62,130070
22/1/2008,88.45,147857
21/1/2008,87.51,62562
18/1/2008,89.23,106285
17/1/2008,88.75,103869
16/1/2008,89.75,14805
15/1/2008,90.98,70550
14/1/2008,92.92,79118
11/1/2008,91.07,98942
10/1/2008,92.22,107365
9/1/2008,94.37,136028
8/1/2008,95.54,121225
7/1/2008,94.39,106496
4/1/2008,96.79,98473
3/1/2008,97.6,84859
2/1/2008,97.84,83705
31/12/2007,93.85,44182
28/12/2007,93.88,66119
27/12/2007,94.78,68551
26/12/2007,93.94,44734
24/12/2007,92.7,19854
21/12/2007,92.46,71765
20/12/2007,90.88,71702
19/12/2007,91.48,98548
18/12/2007,90.12,111714
17/12/2007,91.29,87890
14/12/2007,92.67,15499
13/12/2007,92.12,71081
12/12/2007,94.02,94236
11/12/2007,89.99,85218
10/12/2007,88.04,83171
7/12/2007,88.64,87473
6/12/2007,90.18,106541
5/12/2007,88.49,118347
4/12/2007,89.53,104869
3/12/2007,89.8,113246
30/11/2007,88.26,142586
29/11/2007,90.22,160731
28/11/2007,89.81,156208
27/11/2007,92.52,113701
26/11/2007,95.32,92861
23/11/2007,95.76,54067
22/11/2007,94.5,30955
21/11/2007,94.84,115026
20/11/2007,95.49,118156
19/11/2007,92.28,90489
16/11/2007,91.62,100787
15/11/2007,90.94,24311
14/11/2007,91.36,90892
13/11/2007,88.83,108413
12/11/2007,91.98,98164
9/11/2007,93.18,88087
8/11/2007,92.79,92225
7/11/2007,93.24,111857
6/11/2007,93.26,119768
5/11/2007,90.49,91888
2/11/2007,92.08,88145
1/11/2007,89.72,127410
31/10/2007,90.63,117533
30/10/2007,87.44,114709
29/10/2007,90.32,99403
26/10/2007,88.69,111330
25/10/2007,87.48,113357
24/10/2007,84.37,94592
23/10/2007,82.85,93883
22/10/2007,83.27,108411
19/10/2007,83.79,100167
18/10/2007,84.6,111295
17/10/2007,83.13,134759
16/10/2007,84.16,16351
15/10/2007,82.75,52768
12/10/2007,80.55,54831
11/10/2007,80.15,85808
10/10/2007,78.6,79152
9/10/2007,77.49,97517
8/10/2007,76.58,77255
5/10/2007,78.9,68284
4/10/2007,78.97,80012
3/10/2007,77.19,90710
2/10/2007,77.38,100379
1/10/2007,77.64,108135
28/9/2007,79.17,106636
27/9/2007,80.03,115414
26/9/2007,77.43,132067
25/9/2007,77.62,103128
24/9/2007,78.91,84084
21/9/2007,79.3,98956
20/9/2007,79.09,103815
19/9/2007,78.47,110802
18/9/2007,77.59,116708
17/9/2007,76.98,126926
14/9/2007,76.22,108224
13/9/2007,77.4,31680
12/9/2007,77.68,45364
11/9/2007,76.38,71446
10/9/2007,75.48,66580
7/9/2007,75.07,73066
6/9/2007,74.77,107136
5/9/2007,74.34,69177
4/9/2007,73.92,90147
3/9/2007,73.41,32390
31/8/2007,72.69,72641
30/8/2007,71.9,84637
29/8/2007,72.13,106163
28/8/2007,70.55,82944
27/8/2007,70.95,53419
24/8/2007,70.62,71234
23/8/2007,69.86,102482
22/8/2007,68.7,89989
21/8/2007,68.69,94866
20/8/2007,69.85,72311
17/8/2007,70.44,62658
16/8/2007,69.42,18146
15/8/2007,71.64,48311
14/8/2007,70.51,59057
13/8/2007,70.23,58267
10/8/2007,70.39,69774
9/8/2007,70.21,94931
8/8/2007,70.99,85890
7/8/2007,71.8,91705
6/8/2007,71.17,119770
3/8/2007,74.75,76267
2/8/2007,75.76,94135
1/8/2007,75.35,104823
31/7/2007,77.05,85497
30/7/2007,75.74,78395
27/7/2007,76.26,77270
26/7/2007,75.18,96502
25/7/2007,76.32,102296
24/7/2007,75.08,120185
23/7/2007,76.86,68290
20/7/2007,77.64,61900
19/7/2007,77.67,95487
18/7/2007,76.76,90825
17/7/2007,75.53,100733
16/7/2007,77.33,15622
13/7/2007,77.57,34340
12/7/2007,76.4,49748
11/7/2007,75.44,53241
10/7/2007,76.4,46830
9/7/2007,75.78,58152
6/7/2007,75.62,67988
5/7/2007,74.75,103428
4/7/2007,73.05,28313
3/7/2007,72.93,55704
2/7/2007,72.63,96239
29/6/2007,71.41,65644
28/6/2007,70.52,90002
27/6/2007,70.53,116057
26/6/2007,70.17,86332
25/6/2007,71.36,90826
22/6/2007,71.18,86128
21/6/2007,70.22,101503
20/6/2007,70.42,135767
19/6/2007,71.84,86156
18/6/2007,72.18,94627
15/6/2007,71.47,82946
14/6/2007,70.96,14661
13/6/2007,69.94,42486
12/6/2007,68.79,44973
11/6/2007,69.56,53666
8/6/2007,68.6,84123
7/6/2007,71.22,85105
6/6/2007,71.02,92730
5/6/2007,70.45,96287
4/6/2007,70.4,84606
1/6/2007,69.07,103726
31/5/2007,68.04,103551
30/5/2007,67.84,107179
29/5/2007,68.13,101982
28/5/2007,69.71,10818
25/5/2007,70.69,85440
24/5/2007,70.72,106832
23/5/2007,70.6,119382
22/5/2007,69.52,96471
21/5/2007,70.49,106344
18/5/2007,69.42,97423
17/5/2007,70.27,102495
16/5/2007,68.01,16420
15/5/2007,68.11,79069
14/5/2007,66.83,51415
11/5/2007,66.83,69666
10/5/2007,65.79,95361
9/5/2007,65.2,101300
8/5/2007,65.54,99135
7/5/2007,64.44,71651
4/5/2007,65.31,97935
3/5/2007,66.05,94932
2/5/2007,66.25,105700
1/5/2007,67,106279
30/4/2007,67.65,86053
27/4/2007,68.41,107337
26/4/2007,67.65,94833
25/4/2007,68.57,88334
24/4/2007,67.16,89468
23/4/2007,68.15,83546
20/4/2007,66.49,79138
19/4/2007,65.94,99368
18/4/2007,66.04,104914
17/4/2007,65.93,96937
16/4/2007,67.25,104863
13/4/2007,68.97,11429
12/4/2007,68.72,30113
11/4/2007,67.84,43232
10/4/2007,67.42,44688
9/4/2007,66.59,28335
5/4/2007,68.24,64417
4/4/2007,68.4,89938
3/4/2007,67.81,83853
2/4/2007,68.74,66281
30/3/2007,68.1,94480
29/3/2007,67.88,127813
28/3/2007,65.78,115501
27/3/2007,64.6,79703
26/3/2007,64.41,94235
23/3/2007,63.18,101014
22/3/2007,62.51,117056
21/3/2007,60.77,95384
20/3/2007,60.2,98313
19/3/2007,60.52,86254
16/3/2007,60.3,89957
15/3/2007,60.98,8582
14/3/2007,61.06,43774
13/3/2007,60.9,51986
12/3/2007,60.74,73771
9/3/2007,61.13,82328
8/3/2007,62.33,78872
7/3/2007,62.5,80407
6/3/2007,61.39,81190
5/3/2007,60.54,82222
2/3/2007,62.08,78323
1/3/2007,62.11,96655
28/2/2007,61.89,116042
27/2/2007,61.36,102575
26/2/2007,61.33,71614
23/2/2007,60.88,114109
22/2/2007,60.62,107146
21/2/2007,59.35,121963
20/2/2007,57.98,92192
19/2/2007,58.14,39311
16/2/2007,58.95,74853
15/2/2007,57.6,105861
14/2/2007,57.43,94302
13/2/2007,57.03,16218
12/2/2007,56.6,57160
9/2/2007,59.01,79563
8/2/2007,59.03,90625
7/2/2007,57.23,115801
6/2/2007,58.42,106730
5/2/2007,58.1,78929
2/2/2007,58.41,82471
1/2/2007,56.72,102077
31/1/2007,57.4,140116
30/1/2007,56.39,114652
29/1/2007,53.68,89971
26/1/2007,55.29,75563
25/1/2007,54.12,105902
24/1/2007,55.43,110564
23/1/2007,55.1,115085
22/1/2007,52.7,111509
19/1/2007,53.44,92128
18/1/2007,51.75,118788
17/1/2007,52.78,111429
16/1/2007,52.26,17327
15/1/2007,53.12,33034
12/1/2007,52.95,69002
11/1/2007,51.7,89499
10/1/2007,53.69,102025
9/1/2007,55.18,111385
8/1/2007,55.6,118932
5/1/2007,55.64,100296
4/1/2007,55.11,127496
3/1/2007,57.96,107487
2/1/2007,60.44,52555
29/12/2006,60.86,54914
28/12/2006,60.67,43085
27/12/2006,60.52,46717
26/12/2006,61.1,32906
22/12/2006,62.42,37286
21/12/2006,62.46,65632
20/12/2006,63.23,84746
19/12/2006,62.81,79919
18/12/2006,62.13,67621
15/12/2006,63.49,55525
14/12/2006,62.12,#N/A N/A
13/12/2006,61.33,38358
12/12/2006,61.52,40215
11/12/2006,61.84,48212
8/12/2006,62.2,67600
7/12/2006,62.57,67672
6/12/2006,63.07,84461
5/12/2006,63.32,78639
4/12/2006,63.45,69086
1/12/2006,64.62,79567
30/11/2006,64.26,118358
29/11/2006,63.07,108620
28/11/2006,61.21,76597
27/11/2006,60.44,87672
24/11/2006,60.03,40875
23/11/2006,59.35,28089
22/11/2006,59.49,87827
21/11/2006,60.39,94093
20/11/2006,58.98,76363
17/11/2006,58.99,80631
16/11/2006,58.54,117305
15/11/2006,59.46,21249
14/11/2006,58.84,57263
13/11/2006,59.05,54307
10/11/2006,59.71,57623
9/11/2006,61.32,78005
8/11/2006,59.59,90618
7/11/2006,58.48,88195
6/11/2006,59.75,104861
3/11/2006,59.15,73041
2/11/2006,57.87,80906
1/11/2006,58.98,97514
31/10/2006,59.03,117536
30/10/2006,58.68,119042
27/10/2006,61.08,80906
26/10/2006,60.77,90209
25/10/2006,62.05,110049
24/10/2006,59.86,74381
23/10/2006,59.21,73996
20/10/2006,59.68,84917
19/10/2006,60.87,98128
18/10/2006,59.58,100284
17/10/2006,60.94,93004
16/10/2006,59.96,11353
13/10/2006,59.52,52998
12/10/2006,58.76,56165
11/10/2006,58.65,81624
10/10/2006,59.34,72113
9/10/2006,60.54,80809
6/10/2006,59.83,76819
5/10/2006,60,102661
4/10/2006,59.22,104681
3/10/2006,58.43,100783
2/10/2006,60.45,69879
29/9/2006,62.48,97037
28/9/2006,62.54,98953
27/9/2006,62.21,94537
26/9/2006,60.12,82775
25/9/2006,60.8,83780
22/9/2006,60.41,64776
21/9/2006,61.34,67579
20/9/2006,60.47,94644
19/9/2006,62.17,96457
18/9/2006,64.05,89762
15/9/2006,63.33,84548
14/9/2006,62.24,16322
13/9/2006,62.99,50995
12/9/2006,62.99,64368
11/9/2006,64.55,72205
8/9/2006,65.33,71001
7/9/2006,66.53,67143
6/9/2006,66.93,71492
5/9/2006,68.09,63485
4/9/2006,67.71,36339
1/9/2006,69.15,60497
31/8/2006,70.25,89291
30/8/2006,70.18,77984
29/8/2006,69.86,94257
28/8/2006,70.82,53711
25/8/2006,72.7,67166
24/8/2006,72.68,59372
23/8/2006,72.02,78157
22/8/2006,73.24,64902
21/8/2006,73.38,77931
18/8/2006,72.3,62371
17/8/2006,71.58,84130
16/8/2006,73.08,11749
15/8/2006,73.8,25511
14/8/2006,74.3,27851
11/8/2006,75.63,34092
10/8/2006,75.28,43069
9/8/2006,77.28,41966
8/8/2006,77.55,45327
7/8/2006,78.3,59645
4/8/2006,76.17,46676
3/8/2006,76.56,59669
2/8/2006,76.89,77630
1/8/2006,75.89,78571
31/7/2006,75.15,110067
28/7/2006,73.39,77908
27/7/2006,75.01,81523
26/7/2006,74,103444
25/7/2006,73.28,91502
24/7/2006,74.61,91132
21/7/2006,73.75,83379
20/7/2006,73.72,89178
19/7/2006,73.9,124564
18/7/2006,74.36,95263
17/7/2006,75.92,92686
14/7/2006,77.27,13781
13/7/2006,76.69,33589
12/7/2006,74.39,40356
11/7/2006,73.67,57921
10/7/2006,72.89,72094
7/7/2006,73.51,75483
6/7/2006,74.08,84215
5/7/2006,73.98,77392
4/7/2006,72.51,29740
3/7/2006,73.39,30308
30/6/2006,73.51,60095
29/6/2006,72.88,64343
28/6/2006,71.41,79568
27/6/2006,70.98,74265
26/6/2006,70.73,76178
23/6/2006,69.93,65595
22/6/2006,69.95,91721
21/6/2006,69.17,90511
20/6/2006,68.08,89281
19/6/2006,68.11,69445
16/6/2006,68.8,74458
15/6/2006,67.43,12966
14/6/2006,66.98,42795
13/6/2006,66.92,37441
12/6/2006,68.93,53951
9/6/2006,70.48,50060
8/6/2006,69.05,70712
7/6/2006,69.19,86249
6/6/2006,70.81,88111
5/6/2006,71.37,80483
2/6/2006,71.03,78889
1/6/2006,69.39,103999
31/5/2006,70.41,100518
30/5/2006,71.05,71759
26/5/2006,70.59,66010
25/5/2006,70.71,58342
24/5/2006,69.22,92874
23/5/2006,71,88595
22/5/2006,69.35,72459
19/5/2006,68.68,77181
18/5/2006,69.67,82419
17/5/2006,69.04,83735
16/5/2006,70.24,12114
15/5/2006,70.21,54462
12/5/2006,72.18,56107
11/5/2006,72.51,69704
10/5/2006,70.82,68847
9/5/2006,71.22,82968
8/5/2006,69.33,71746
5/5/2006,70.88,61922
4/5/2006,70.39,89520
3/5/2006,73.32,84490
2/5/2006,74.87,86720
1/5/2006,73.4,33061
28/4/2006,72.5,85317
27/4/2006,71.02,78480
26/4/2006,72.44,83052
25/4/2006,72.46,100348
24/4/2006,73.86,76209
21/4/2006,74.17,75545
20/4/2006,72.87,90077
19/4/2006,72.95,92701
18/4/2006,71.85,69976
17/4/2006,71.3,38779
13/4/2006,70.14,74614
12/4/2006,69.42,21095
11/4/2006,69.37,34040
10/4/2006,68.75,54502
7/4/2006,67.29,54625
6/4/2006,67.84,63929
5/4/2006,67.1,72507
4/4/2006,66.39,67210
3/4/2006,66.84,68252
31/3/2006,65.91,63554
30/3/2006,66.46,67512
29/3/2006,65.55,77008
28/3/2006,64.97,77644
27/3/2006,63.61,59551
24/3/2006,63.51,61907
23/3/2006,63.27,66989
22/3/2006,61.5,79222
21/3/2006,62.13,80102
20/3/2006,61.34,62543
17/3/2006,63.26,49558
16/3/2006,62.91,8549
15/3/2006,62.94,31599
14/3/2006,63.97,27997
13/3/2006,62.2,50380
10/3/2006,60.83,52808
9/3/2006,61.06,69445
8/3/2006,60.03,73659
7/3/2006,61.17,65681
6/3/2006,62.34,69946
3/3/2006,64.18,62036
2/3/2006,64.07,77284
1/3/2006,62.45,73239
28/2/2006,61.76,67174
27/2/2006,60.99,63375
24/2/2006,62.6,83106
23/2/2006,60.54,73042
22/2/2006,60.44,63188
21/2/2006,61.6,68188
20/2/2006,61.54,41728
17/2/2006,59.89,59439
16/2/2006,58.79,60512
15/2/2006,58.15,63819
14/2/2006,59.52,59527
13/2/2006,59.38,16030
10/2/2006,59.64,39059
9/2/2006,60.75,49280
8/2/2006,61.06,56095
7/2/2006,61.56,62522
6/2/2006,63.33,50550
3/2/2006,63.39,60819
2/2/2006,62.88,79006
1/2/2006,65.03,80822
31/1/2006,65.99,72358
30/1/2006,66.59,59877
27/1/2006,66.24,58574
26/1/2006,64.92,82600
25/1/2006,64.23,84805
24/1/2006,65.34,76653
23/1/2006,66.16,72892
20/1/2006,66.43,71048
19/1/2006,65.23,70561
18/1/2006,64.19,87523
17/1/2006,64.9,88285
16/1/2006,62.93,7418
13/1/2006,62.26,32885
12/1/2006,62.62,43005
11/1/2006,62.17,68565
10/1/2006,61.92,56719
9/1/2006,62.01,55430
6/1/2006,62.72,69378
5/1/2006,61.13,74871
4/1/2006,61.68,66429
3/1/2006,61.35,70855
30/12/2005,58.98,28082
29/12/2005,58.07,33882
28/12/2005,57.64,46433
27/12/2005,56.29,20992
23/12/2005,56.69,26408
22/12/2005,56.55,46218
21/12/2005,56.72,51472
20/12/2005,56.17,48070
19/12/2005,56.11,53493
16/12/2005,57.13,61049
15/12/2005,59.85,13815
14/12/2005,59.6,41796
13/12/2005,59.52,60502
12/12/2005,59.44,64065
9/12/2005,57.31,66132
8/12/2005,58.67,67763
7/12/2005,56.98,74746
6/12/2005,57.61,57015
5/12/2005,57.73,75071
2/12/2005,57.05,66667
1/12/2005,56.15,67882
30/11/2005,55.05,67318
29/11/2005,54.32,61379
28/11/2005,54.88,59046
25/11/2005,55.01,29186
24/11/2005,55.3,30857
23/11/2005,56.21,58630
22/11/2005,56.41,56970
21/11/2005,55.34,51192
18/11/2005,54.88,57042
17/11/2005,54.85,68923
16/11/2005,56,68869
15/11/2005,54.05,7985
14/11/2005,54.73,34905
11/11/2005,54.99,41023
10/11/2005,55.68,53200
9/11/2005,56.88,70007
8/11/2005,57.81,58263
7/11/2005,58.04,63560
4/11/2005,59.25,48054
3/11/2005,60.52,63552
2/11/2005,58.38,68119
1/11/2005,58.37,52997
31/10/2005,58.1,56145
28/10/2005,59.42,50565
27/10/2005,59.14,62495
26/10/2005,58.87,68410
25/10/2005,60.24,71365
24/10/2005,58.24,50418
21/10/2005,58.48,59487
20/10/2005,57.91,65393
19/10/2005,58.6,74793
18/10/2005,59.28,67515
17/10/2005,60.57,72416
14/10/2005,59.35,11228
13/10/2005,60.14,24095
12/10/2005,60.57,59525
11/10/2005,60.08,63477
10/10/2005,58.78,47333
7/10/2005,59.21,47597
6/10/2005,58.37,55433
5/10/2005,60.12,60897
4/10/2005,61.22,59637
3/10/2005,62.8,44161
30/9/2005,63.48,52883
29/9/2005,63.84,69309
28/9/2005,63.93,66460
27/9/2005,62.97,53927
26/9/2005,63.93,61135
23/9/2005,62.44,68786
22/9/2005,64.6,63689
21/9/2005,64.73,74478
20/9/2005,64.2,78192
19/9/2005,65.61,78083
16/9/2005,61.81,59030
15/9/2005,63.16,12853
14/9/2005,63.37,37779
13/9/2005,61.61,51850
12/9/2005,61.8,51063
9/9/2005,62.84,56773
8/9/2005,63.08,63021
7/9/2005,62.89,60281
6/9/2005,64.67,53794
5/9/2005,64.85,28892
2/9/2005,66.06,48227
1/9/2005,67.72,57367
31/8/2005,67.02,77955
30/8/2005,67.57,98470
26/8/2005,64.87,52818
25/8/2005,66.27,62054
24/8/2005,66.01,75680
23/8/2005,64.65,71118
22/8/2005,64.5,55768
19/8/2005,64.36,58008
18/8/2005,62.4,69248
17/8/2005,62.56,95109
16/8/2005,65.41,8703
15/8/2005,65.58,41105
12/8/2005,66.45,42199
11/8/2005,65.38,71042
10/8/2005,63.99,83087
9/8/2005,61.98,50592
8/8/2005,62.7,61178
5/8/2005,61.07,51718
4/8/2005,60.12,47539
3/8/2005,59.65,63161
2/8/2005,60.62,64489
1/8/2005,60.44,60856
29/7/2005,59.37,51738
28/7/2005,58.76,54646
27/7/2005,58.01,66943
26/7/2005,58.03,56580
25/7/2005,57.86,62005
22/7/2005,57.58,48993
21/7/2005,55.72,62418
20/7/2005,56.65,72359
19/7/2005,57.36,59292
18/7/2005,56.99,58303
15/7/2005,57.61,52548
14/7/2005,57.31,18230
13/7/2005,58.27,57591
12/7/2005,58.82,62257
11/7/2005,57.44,52593
8/7/2005,58.2,58102
7/7/2005,59.28,79330
6/7/2005,59.85,61141
5/7/2005,58.29,54859
4/7/2005,57.94,15503
1/7/2005,57.54,45862
30/6/2005,55.58,71605
29/6/2005,56.15,57711
28/6/2005,57.18,60665
27/6/2005,59.3,49525
24/6/2005,58.36,48635
23/6/2005,57.96,63122
22/6/2005,56.58,61883
21/6/2005,57.5,69000
20/6/2005,58.32,53724
17/6/2005,57.76,53277
16/6/2005,56.22,57590
15/6/2005,54.5,16947
14/6/2005,53.73,33662
13/6/2005,54.78,34732
10/6/2005,52.67,40401
9/6/2005,53.82,47614
8/6/2005,52.11,59694
7/6/2005,53.13,58501
6/6/2005,53.67,47082
3/6/2005,54.17,38813
2/6/2005,52.4,60690
1/6/2005,53.27,59033
31/5/2005,50.73,56287
27/5/2005,50.7,38615
26/5/2005,50.16,55351
25/5/2005,50.07,72967
24/5/2005,48.82,50068
23/5/2005,48.37,54672
20/5/2005,48.03,60554
19/5/2005,47.88,52808
18/5/2005,48.15,59548
17/5/2005,49.34,54512
16/5/2005,48.05,19189
13/5/2005,48.66,40557
12/5/2005,48.34,46402
11/5/2005,50.07,54504
10/5/2005,51.43,52526
9/5/2005,51.29,39584
6/5/2005,50.77,42846
5/5/2005,51.13,49781
4/5/2005,50.97,56715
3/5/2005,50.52,45357
29/4/2005,51.09,36472
28/4/2005,52.48,63038
27/4/2005,52.29,50733
26/4/2005,54.14,46107
25/4/2005,54.4,43512
22/4/2005,54.97,38054
21/4/2005,54.01,38441
20/4/2005,53.78,56435
19/4/2005,52.94,33153
18/4/2005,50.78,41608
15/4/2005,51.61,42982
14/4/2005,50.91,12054
13/4/2005,50.48,18145
12/4/2005,51.98,15490
11/4/2005,53.21,23790
8/4/2005,52.89,22260
7/4/2005,54.04,25992
6/4/2005,55.27,33841
5/4/2005,55.44,37286
4/4/2005,56.23,39857
1/4/2005,56.51,34436
31/3/2005,54.29,44497
30/3/2005,52.09,43819
29/3/2005,53.03,43174
24/3/2005,53.93,41002
23/3/2005,53.04,56241
22/3/2005,54.59,39484
21/3/2005,55.65,38113
18/3/2005,55.59,29851
17/3/2005,55.06,44172
16/3/2005,54.8,11212
15/3/2005,53.85,21857
14/3/2005,53.66,19698
11/3/2005,53.1,25962
10/3/2005,52.66,27134
9/3/2005,53.38,30089
8/3/2005,52.84,34768
7/3/2005,52.09,31208
4/3/2005,51.8,31042
3/3/2005,51.95,47678
2/3/2005,51.22,38175
1/3/2005,50.11,42066
28/2/2005,50.06,40799
25/2/2005,49.61,49670
24/2/2005,49.44,54974
23/2/2005,48.51,53945
22/2/2005,48.62,66390
21/2/2005,46.73,31557
18/2/2005,46.34,35044
17/2/2005,45.82,41335
16/2/2005,46.15,48438
15/2/2005,45.39,26110
14/2/2005,45.53,36954
11/2/2005,44.8,18148
10/2/2005,44.48,36036
9/2/2005,43.13,33772
8/2/2005,43.07,31390
7/2/2005,43.04,38512
4/2/2005,43.89,29443
3/2/2005,43.85,34169
2/2/2005,44.01,42841
1/2/2005,44.82,35206
31/1/2005,45.92,46083
28/1/2005,44.95,40276
27/1/2005,46.44,38252
26/1/2005,46.51,44154
25/1/2005,46.96,42064
24/1/2005,46.01,41852
21/1/2005,45.73,40979
20/1/2005,44.32,41478
19/1/2005,44.71,39386
18/1/2005,45.39,58324
17/1/2005,45.03,18109
14/1/2005,45.15,8488
13/1/2005,45.21,22012
12/1/2005,43.68,19564
11/1/2005,43.12,29359
10/1/2005,42.92,27941
7/1/2005,43.18,29760
6/1/2005,42.85,51634
5/1/2005,40.51,42225
4/1/2005,41.04,40004
31/12/2004,40.46,11103
30/12/2004,40.37,28077
29/12/2004,39.17,40779
24/12/2004,40.07,10211
23/12/2004,40.71,22281
22/12/2004,40.64,34939
21/12/2004,42.37,32594
20/12/2004,42.45,38065
17/12/2004,43.39,37301
16/12/2004,41.43,6723
15/12/2004,42.22,18537
14/12/2004,39.25,23616
13/12/2004,37.84,33250
10/12/2004,37.38,33312
9/12/2004,39.67,28951
8/12/2004,38.69,44627
7/12/2004,38.27,38171
6/12/2004,39.65,35400
3/12/2004,39.36,42997
2/12/2004,40.15,53892
1/12/2004,42.31,48799
30/11/2004,45.51,42569
29/11/2004,45.75,47890
26/11/2004,44.57,19955
25/11/2004,44.66,21546
24/11/2004,44.82,40738
23/11/2004,44.45,48044
22/11/2004,44.38,48569
19/11/2004,44.89,55479
18/11/2004,42.72,51723
17/11/2004,42.76,55277
16/11/2004,42.29,51081
15/11/2004,40.34,7353
12/11/2004,42.31,23272
11/11/2004,43.02,15968
10/11/2004,44.75,33671
9/11/2004,43.71,38311
8/11/2004,45.92,28844
5/11/2004,46.42,37263
4/11/2004,46.01,44523
3/11/2004,47.56,44697
2/11/2004,46.55,42096
1/11/2004,47.06,53777
29/10/2004,48.98,43956
28/10/2004,48.37,64409
27/10/2004,49.45,65012
26/10/2004,51.56,43574
25/10/2004,50.78,41318
22/10/2004,51.22,36969
21/10/2004,50.72,41278
20/10/2004,50.52,56538
19/10/2004,48.77,57445
18/10/2004,48.91,48756
15/10/2004,49.93,37817
14/10/2004,50.84,11017
13/10/2004,50.05,32021
12/10/2004,49.6,27953
11/10/2004,50.66,33185
8/10/2004,49.71,43866
7/10/2004,48.9,35351
6/10/2004,47.99,43709
5/10/2004,47.13,43976
4/10/2004,46.19,27837
1/10/2004,46.62,33086
30/9/2004,46.38,35029
29/9/2004,46.08,40835
28/9/2004,46.45,41424
27/9/2004,45.93,30381
24/9/2004,45.33,34155
23/9/2004,45.13,43548
22/9/2004,44.93,49046
21/9/2004,43.39,38172
20/9/2004,42.91,36440
17/9/2004,42.45,56319
16/9/2004,40.75,56810
15/9/2004,41.85,10183
14/9/2004,41.73,54364
13/9/2004,41.06,31985
10/9/2004,40.2,42760
9/9/2004,42.22,50327
8/9/2004,40.39,39605
7/9/2004,40.76,45874
6/9/2004,40.62,22677
3/9/2004,41.23,33311
2/9/2004,41.57,55542
1/9/2004,41.47,44093
31/8/2004,39.61,49056
27/8/2004,40.64,37997
26/8/2004,40.33,61692
25/8/2004,40.68,56688
24/8/2004,42.32,55298
23/8/2004,43.03,41886
20/8/2004,43.54,40916
19/8/2004,44.33,45195
18/8/2004,43.03,50024
17/8/2004,42.99,46445
16/8/2004,43.67,11280
13/8/2004,43.88,39689
12/8/2004,42.29,27962
11/8/2004,41.57,40448
10/8/2004,41.28,38582
9/8/2004,41.56,33092
6/8/2004,40.63,38232
5/8/2004,41.12,37740
4/8/2004,39.7,49392
3/8/2004,40.64,40902
2/8/2004,39.97,37042
30/7/2004,40.03,34639
29/7/2004,39.25,47288
28/7/2004,39.53,57130
27/7/2004,38.54,36543
26/7/2004,38.11,33775
23/7/2004,38.27,33667
22/7/2004,38.01,49922
21/7/2004,37.16,36099
20/7/2004,37.01,47147
19/7/2004,37.9,35785
16/7/2004,38,49727
15/7/2004,38.11,10550
14/7/2004,38.54,33329
13/7/2004,36.69,29345
12/7/2004,36.63,33517
9/7/2004,37.05,33603
8/7/2004,37.77,54792
7/7/2004,36.61,45268
6/7/2004,37.18,44555
5/7/2004,36.3,22364
2/7/2004,35.92,35292
1/7/2004,36.07,57610
30/6/2004,34.5,48627
29/6/2004,33.11,43980
28/6/2004,33.7,48615
25/6/2004,34.97,42618
24/6/2004,35.3,48169
23/6/2004,35.03,70788
22/6/2004,35.61,48580
21/6/2004,35.13,55009
18/6/2004,36.21,43535
17/6/2004,36.21,61835
16/6/2004,35.2,49262
15/6/2004,35.29,8856
14/6/2004,35.49,34472
11/6/2004,35.44,23147
10/6/2004,35.74,38142
9/6/2004,35.29,48814
8/6/2004,35.05,56264
7/6/2004,35.96,43697
4/6/2004,35.67,43457
3/6/2004,36.4,57960
2/6/2004,36.86,51823
1/6/2004,39.08,48572
31/5/2004,#N/A N/A,31463
28/5/2004,36.58,32434
27/5/2004,36.25,60868
26/5/2004,37.08,49109
25/5/2004,37.44,48441
24/5/2004,38.17,64134
21/5/2004,36.51,46091
20/5/2004,37.26,46700
19/5/2004,37.9,51124
18/5/2004,36.95,53896
17/5/2004,37.91,42207
14/5/2004,38.76,12481
13/5/2004,38.49,44749
12/5/2004,37.95,49215
11/5/2004,37.36,46335
10/5/2004,35.97,58342
7/5/2004,37,35179
6/5/2004,36.53,49308
5/5/2004,36.72,55600
4/5/2004,35.93,41161
30/4/2004,34.48,39202
29/4/2004,34.38,46150
28/4/2004,34.31,59455
27/4/2004,34.28,56864
26/4/2004,33.58,39792
23/4/2004,33.09,38203
22/4/2004,33.39,52211
21/4/2004,32.46,57953
20/4/2004,33.11,51582
19/4/2004,33.46,42543
16/4/2004,33.64,44227
15/4/2004,33.12,14708
14/4/2004,33.45,34516
13/4/2004,33.19,33755
9/4/2004,#N/A N/A,47739
8/4/2004,33.34,48289
7/4/2004,32.45,46951
6/4/2004,31.35,43275
5/4/2004,30.69,33598
2/4/2004,30.21,56875
1/4/2004,31.55,45345
31/3/2004,31.51,62623
30/3/2004,32.45,37865
29/3/2004,31.74,26047
26/3/2004,31.99,39981
25/3/2004,31.83,56428
24/3/2004,33.01,42935
23/3/2004,33.31,41491
22/3/2004,32.8,33420
19/3/2004,33.26,27013
18/3/2004,33.13,43871
17/3/2004,33.53,63150
16/3/2004,33.45,19306
15/3/2004,33.8,39540
